Barrier,android.support.constraint.Barrier,androidx.constraintlayout.widget.Barrier
ConstraintHelper,android.support.constraint.ConstraintHelper,androidx.constraintlayout.widget.ConstraintHelper
ConstraintLayout,android.support.constraint.ConstraintLayout,androidx.constraintlayout.widget.ConstraintLayout
Constraints,android.support.constraint.Constraints,androidx.constraintlayout.widget.Constraints
ConstraintSet,android.support.constraint.ConstraintSet,androidx.constraintlayout.widget.ConstraintSet
Group,android.support.constraint.Group,androidx.constraintlayout.widget.Group
Guideline,android.support.constraint.Guideline,androidx.constraintlayout.widget.Guideline
Placeholder,android.support.constraint.Placeholder,androidx.constraintlayout.widget.Placeholder
ArrayLinkedVariables,android.support.constraint.solver.ArrayLinkedVariables,androidx.constraintlayout.solver.ArrayLinkedVariables
ArrayRow,android.support.constraint.solver.ArrayRow,androidx.constraintlayout.solver.ArrayRow
Cache,android.support.constraint.solver.Cache,androidx.constraintlayout.solver.Cache
GoalRow,android.support.constraint.solver.GoalRow,androidx.constraintlayout.solver.GoalRow
LinearSystem,android.support.constraint.solver.LinearSystem,androidx.constraintlayout.solver.LinearSystem
Metrics,android.support.constraint.solver.Metrics,androidx.constraintlayout.solver.Metrics
SolverVariable,android.support.constraint.solver.SolverVariable,androidx.constraintlayout.solver.SolverVariable
Barrier,android.support.constraint.solver.widgets.Barrier,androidx.constraintlayout.solver.widgets.Barrier
ConstraintAnchor,android.support.constraint.solver.widgets.ConstraintAnchor,androidx.constraintlayout.solver.widgets.ConstraintAnchor
ConstraintHorizontalLayout,android.support.constraint.solver.widgets.ConstraintHorizontalLayout,androidx.constraintlayout.solver.widgets.ConstraintHorizontalLayout
ConstraintTableLayout,android.support.constraint.solver.widgets.ConstraintTableLayout,androidx.constraintlayout.solver.widgets.ConstraintTableLayout
ConstraintWidget,android.support.constraint.solver.widgets.ConstraintWidget,androidx.constraintlayout.solver.widgets.ConstraintWidget
ConstraintWidgetContainer,android.support.constraint.solver.widgets.ConstraintWidgetContainer,androidx.constraintlayout.solver.widgets.ConstraintWidgetContainer
Guideline,android.support.constraint.solver.widgets.Guideline,androidx.constraintlayout.solver.widgets.Guideline
Helper,android.support.constraint.solver.widgets.Helper,androidx.constraintlayout.solver.widgets.Helper
Optimizer,android.support.constraint.solver.widgets.Optimizer,androidx.constraintlayout.solver.widgets.Optimizer
Rectangle,android.support.constraint.solver.widgets.Rectangle,androidx.constraintlayout.solver.widgets.Rectangle
ResolutionAnchor,android.support.constraint.solver.widgets.ResolutionAnchor,androidx.constraintlayout.solver.widgets.ResolutionAnchor
ResolutionDimension,android.support.constraint.solver.widgets.ResolutionDimension,androidx.constraintlayout.solver.widgets.ResolutionDimension
ResolutionNode,android.support.constraint.solver.widgets.ResolutionNode,androidx.constraintlayout.solver.widgets.ResolutionNode
Snapshot,android.support.constraint.solver.widgets.Snapshot,androidx.constraintlayout.solver.widgets.Snapshot
WidgetContainer,android.support.constraint.solver.widgets.WidgetContainer,androidx.constraintlayout.solver.widgets.WidgetContainer
ContentPager,android.support.content.ContentPager,androidx.contentpager.content.ContentPager
LoaderQueryRunner,android.support.content.LoaderQueryRunner,androidx.contentpager.content.LoaderQueryRunner
Query,android.support.content.Query,androidx.contentpager.content.Query
EditTextPreferenceDialogFragment,android.support.v14.preference.EditTextPreferenceDialogFragment,androidx.preference.EditTextPreferenceDialogFragment
ListPreferenceDialogFragment,android.support.v14.preference.ListPreferenceDialogFragment,androidx.preference.ListPreferenceDialogFragment
MultiSelectListPreference,android.support.v14.preference.MultiSelectListPreference,androidx.preference.MultiSelectListPreference
MultiSelectListPreferenceDialogFragment,android.support.v14.preference.MultiSelectListPreferenceDialogFragment,androidx.preference.MultiSelectListPreferenceDialogFragment
PreferenceDialogFragment,android.support.v14.preference.PreferenceDialogFragment,androidx.preference.PreferenceDialogFragment
PreferenceFragment,android.support.v14.preference.PreferenceFragment,androidx.preference.PreferenceFragment
SwitchPreference,android.support.v14.preference.SwitchPreference,androidx.preference.SwitchPreference
BaseLeanbackPreferenceFragment,android.support.v17.preference.BaseLeanbackPreferenceFragment,androidx.leanback.preference.BaseLeanbackPreferenceFragment
LeanbackListPreferenceDialogFragment,android.support.v17.preference.LeanbackListPreferenceDialogFragment,androidx.leanback.preference.LeanbackListPreferenceDialogFragment
LeanbackPreferenceDialogFragment,android.support.v17.preference.LeanbackPreferenceDialogFragment,androidx.leanback.preference.LeanbackPreferenceDialogFragment
LeanbackPreferenceFragment,android.support.v17.preference.LeanbackPreferenceFragment,androidx.leanback.preference.LeanbackPreferenceFragment
LeanbackSettingsFragment,android.support.v17.preference.LeanbackSettingsFragment,androidx.leanback.preference.LeanbackSettingsFragment
LeanbackSettingsRootView,android.support.v17.preference.LeanbackSettingsRootView,androidx.leanback.preference.LeanbackSettingsRootView
AndroidResources,android.support.v7.preference.AndroidResources,androidx.preference.AndroidResources
CheckBoxPreference,android.support.v7.preference.CheckBoxPreference,androidx.preference.CheckBoxPreference
DialogPreference,android.support.v7.preference.DialogPreference,androidx.preference.DialogPreference
DropDownPreference,android.support.v7.preference.DropDownPreference,androidx.preference.DropDownPreference
EditTextPreference,android.support.v7.preference.EditTextPreference,androidx.preference.EditTextPreference
EditTextPreferenceDialogFragmentCompat,android.support.v7.preference.EditTextPreferenceDialogFragmentCompat,androidx.preference.EditTextPreferenceDialogFragmentCompat
ListPreference,android.support.v7.preference.ListPreference,androidx.preference.ListPreference
ListPreferenceDialogFragmentCompat,android.support.v7.preference.ListPreferenceDialogFragmentCompat,androidx.preference.ListPreferenceDialogFragmentCompat
MultiSelectListPreferenceDialogFragmentCompat,android.support.v7.preference.MultiSelectListPreferenceDialogFragmentCompat,androidx.preference.MultiSelectListPreferenceDialogFragmentCompat
Preference,android.support.v7.preference.Preference,androidx.preference.Preference
PreferenceCategory,android.support.v7.preference.PreferenceCategory,androidx.preference.PreferenceCategory
PreferenceDataStore,android.support.v7.preference.PreferenceDataStore,androidx.preference.PreferenceDataStore
PreferenceDialogFragmentCompat,android.support.v7.preference.PreferenceDialogFragmentCompat,androidx.preference.PreferenceDialogFragmentCompat
PreferenceFragmentCompat,android.support.v7.preference.PreferenceFragmentCompat,androidx.preference.PreferenceFragmentCompat
PreferenceGroup,android.support.v7.preference.PreferenceGroup,androidx.preference.PreferenceGroup
PreferenceGroupAdapter,android.support.v7.preference.PreferenceGroupAdapter,androidx.preference.PreferenceGroupAdapter
PreferenceManager,android.support.v7.preference.PreferenceManager,androidx.preference.PreferenceManager
PreferenceRecyclerViewAccessibilityDelegate,android.support.v7.preference.PreferenceRecyclerViewAccessibilityDelegate,androidx.preference.PreferenceRecyclerViewAccessibilityDelegate
PreferenceScreen,android.support.v7.preference.PreferenceScreen,androidx.preference.PreferenceScreen
PreferenceViewHolder,android.support.v7.preference.PreferenceViewHolder,androidx.preference.PreferenceViewHolder
SeekBarPreference,android.support.v7.preference.SeekBarPreference,androidx.preference.SeekBarPreference
SwitchPreferenceCompat,android.support.v7.preference.SwitchPreferenceCompat,androidx.preference.SwitchPreferenceCompat
TwoStatePreference,android.support.v7.preference.TwoStatePreference,androidx.preference.TwoStatePreference
UnPressableLinearLayout,android.support.v7.preference.UnPressableLinearLayout,androidx.preference.UnPressableLinearLayout
